Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.Hello, Python!
File handling is easy with Python.2026-05-22 14:34:43 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:13:39 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 15:13:40 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:13:41 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:13:42 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:13:43 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:13:44 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:13:45 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:13:46 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:13:47 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:13:48 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:13:49 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:13:50 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:13:51 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:13:52 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:13:53 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:13:54 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:13:55 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:13:56 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:13:57 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:13:58 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:13:59 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:00 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:01 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:14:02 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:03 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:14:04 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:05 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:14:06 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:14:07 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:14:08 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:14:09 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:14:10 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:14:11 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:12 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:14:13 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:14:14 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 15:14:15 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:14:16 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:14:17 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 15:14:18 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:19 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 15:14:20 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:14:21 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:14:22 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:14:23 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:14:24 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:14:25 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:14:26 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:14:27 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:14:28 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:14:29 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:14:30 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:31 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:14:32 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:14:33 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:14:34 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:14:35 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:14:36 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:37 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:14:38 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 15:14:39 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:40 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:14:41 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:14:42 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:14:43 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 15:14:44 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:45 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:14:46 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:47 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 15:14:48 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 15:14:49 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:14:50 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:14:51 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:14:52 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:14:53 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:14:54 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:14:55 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:14:56 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:14:57 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:14:58 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:14:59 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:15:00 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:15:01 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:15:02 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:15:03 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:04 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:15:05 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:15:06 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:07 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:15:08 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:15:09 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:15:10 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:15:11 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:15:12 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:15:13 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:15:14 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:15:15 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:15:16 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:15:17 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:15:18 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:15:19 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:15:20 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:15:21 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:15:22 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:15:23 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:15:24 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 15:15:25 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:15:26 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:15:27 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:28 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:15:29 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:15:30 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:31 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:15:32 | Device: pump_01 | Temp: 84 | ALERT: Temperature critical
2026-05-22 15:15:33 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:15:34 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:15:35 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 15:15:36 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:15:37 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:15:38 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:15:39 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 15:15:40 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:15:41 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:15:42 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:15:43 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:15:44 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:15:45 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:15:46 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 15:15:47 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:15:48 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:15:49 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:50 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:15:51 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:15:52 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:15:53 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:15:54 | Device: pump_01 | Temp: 70 | Temperature normal
2026-05-22 15:15:55 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:15:56 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:15:57 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 15:15:58 | Device: pump_01 | Temp: 86 | ALERT: Temperature critical
2026-05-22 15:15:59 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:16:00 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:16:01 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:16:02 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:16:03 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 15:16:04 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:16:05 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:16:06 | Device: pump_01 | Temp: 87 | ALERT: Temperature critical
2026-05-22 15:16:07 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:08 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:09 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:16:10 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:16:11 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:12 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:16:13 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:16:14 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:16:15 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:16:16 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:16:17 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 15:16:18 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:16:19 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:16:20 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:16:21 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:16:22 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:16:23 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:16:24 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:16:25 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:16:26 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:16:27 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:16:28 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:16:29 | Device: pump_01 | Temp: 62 | Temperature normal
2026-05-22 15:16:30 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:16:31 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:16:32 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:16:33 | Device: pump_01 | Temp: 77 | Temperature normal
2026-05-22 15:16:34 | Device: pump_01 | Temp: 69 | Temperature normal
2026-05-22 15:16:35 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:16:36 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:16:37 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:16:38 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:16:39 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:16:40 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:16:41 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:16:42 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:16:43 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:16:44 | Device: pump_01 | Temp: 60 | Temperature normal
2026-05-22 15:16:45 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:16:46 | Device: pump_01 | Temp: 63 | Temperature normal
2026-05-22 15:16:47 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:16:48 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:16:49 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:16:50 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:16:51 | Device: pump_01 | Temp: 67 | Temperature normal
2026-05-22 15:16:52 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:53 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:16:54 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:55 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:16:56 | Device: pump_01 | Temp: 88 | ALERT: Temperature critical
2026-05-22 15:16:57 | Device: pump_01 | Temp: 68 | Temperature normal
2026-05-22 15:16:58 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:16:59 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:17:00 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:17:01 | Device: pump_01 | Temp: 72 | Temperature normal
2026-05-22 15:17:02 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:17:03 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:17:04 | Device: pump_01 | Temp: 82 | ALERT: Temperature critical
2026-05-22 15:17:05 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:17:06 | Device: pump_01 | Temp: 85 | ALERT: Temperature critical
2026-05-22 15:17:07 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:17:08 | Device: pump_01 | Temp: 61 | Temperature normal
2026-05-22 15:17:09 | Device: pump_01 | Temp: 66 | Temperature normal
2026-05-22 15:17:10 | Device: pump_01 | Temp: 80 | Temperature normal
2026-05-22 15:17:11 | Device: pump_01 | Temp: 73 | Temperature normal
2026-05-22 15:17:12 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:17:13 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 15:17:14 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 15:17:15 | Device: pump_01 | Temp: 78 | Temperature normal
2026-05-22 15:17:16 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:17:17 | Device: pump_01 | Temp: 90 | ALERT: Temperature critical
2026-05-22 15:17:18 | Device: pump_01 | Temp: 79 | Temperature normal
2026-05-22 15:17:19 | Device: pump_01 | Temp: 89 | ALERT: Temperature critical
2026-05-22 15:17:20 | Device: pump_01 | Temp: 81 | ALERT: Temperature critical
2026-05-22 15:17:21 | Device: pump_01 | Temp: 74 | Temperature normal
2026-05-22 15:17:22 | Device: pump_01 | Temp: 75 | Temperature normal
2026-05-22 15:17:23 | Device: pump_01 | Temp: 71 | Temperature normal
2026-05-22 15:17:24 | Device: pump_01 | Temp: 64 | Temperature normal
2026-05-22 15:17:25 | Device: pump_01 | Temp: 83 | ALERT: Temperature critical
2026-05-22 15:17:26 | Device: pump_01 | Temp: 65 | Temperature normal
2026-05-22 15:17:27 | Device: pump_01 | Temp: 76 | Temperature normal
2026-05-22 15:17:28 | Device: pump_01 | Temp: 64 | Temperature normal
